id       A1    A2    A3    
P8266    84       2        77       
P8267    91       95       61       
P8268    100      92       11       
P8269    9        37       22       
P8270    31       87       49       
P8271    42       76       81       
P8272    34       23       86       
P8273    23       12       71       
P8274    45       95       18       
P8275    10       15       85       
P8276    76       13       51       
P8277    57       64       12       
P8278    37       67       98       
P8279    81       97       51       
P8280    28       91       54       
P8281    70       31       54       
P8282    40       6        88       
P8283    17       13       95       
P8284    8        28       10       
P8285    48       23       10       
P8286    14       11       51       
P8287    22       53       73       
P8288    65       13       99       
P8289    2        40       90       
P8290    87       1        72       
P8291    26       18       57       
P8292    27       53       41       
P8293    70       26       27       
P8294    12       35       55       
P8295    68       25       90       
P8296    58       13       57       
P8297    83       30       91       
P8298    82       38       30       
P8299    87       7        7        
P8300    41       89       64       
P8301    60       55       11       
P8302    1        90       22       
P8303    58       66       98       
P8304    18       83       98       
P8305    51       97       19       
P8306    42       44       67       
P8307    85       69       79       
P8308    69       33       5        
P8309    82       5        26       
P8310    67       91       70       
P8311    42       33       54       
P8312    98       94       7        
P8313    91       31       1        
P8314    13       89       30       
P8315    34       38       91       
P8316    91       85       44       
P8317    27       33       64       
P8318    29       9        97       
P8319    19       95       86       
P8320    7        98       9        
P8321    40       29       63       
P8322    86       35       73       
P8323    38       70       98       
P8324    38       99       87       
P8325    64       19       39       
P8326    30       27       36       
P8327    7        56       79       
P8328    58       27       33       
P8329    47       17       33       
P8330    84       16       56       
P8331    94       16       52       
P8332    10       78       18       
P8333    98       28       29       
P8334    71       45       44       
P8335    2        63       43       
P8336    97       31       58       
P8337    23       1        36       
P8338    66       43       8        
P8339    69       49       83       
P8340    34       99       87       
P8341    100      20       91       
P8342    97       65       24       
P8343    10       6        32       
P8344    43       69       35       
P8345    82       56       40       
P8346    95       25       84       
P8347    39       20       15       
P8348    33       28       69       
P8349    59       9        52       
P8350    93       72       7        
P8351    70       9        38       
P8352    75       89       98       
P8353    81       27       19       
P8354    90       20       34       
P8355    79       45       59       
P8356    67       77       3        
P8357    30       20       89       
P8358    45       39       80       
P8359    32       78       60       
P8360    99       42       97       
P8361    41       12       69       
P8362    61       96       33       
P8363    4        4        66       
P8364    51       58       1        
P8365    15       1        2        
P8366    17       35       12       
P8367    3        9        72       
P8368    65       53       26       
P8369    59       23       51       
P8370    57       18       47       
P8371    44       54       16       
P8372    98       84       29       
P8373    41       78       52       
P8374    40       2        41       
P8375    98       68       85       
P8376    84       60       19       
P8377    49       20       56       
P8378    43       84       19       
P8379    69       38       3        
P8380    25       97       13       
P8381    100      77       22       
P8382    98       92       92       
P8383    84       26       59       
P8384    62       24       85       
P8385    19       41       19       
P8386    47       21       30       
P8387    95       43       67       
P8388    90       15       62       
P8389    56       21       39       
P8390    33       43       11       
P8391    26       23       75       
P8392    77       99       31       
P8393    68       51       28       
P8394    67       58       72       
P8395    61       15       75       
P8396    34       86       45       
P8397    11       9        24       
P8398    2        56       14       
P8399    81       17       4        
P8400    29       16       51       
P8401    27       44       63       
P8402    55       30       55       
P8403    53       64       50       
P8404    10       88       18       
P8405    15       62       71       
P8406    98       17       56       
P8407    34       59       92       
P8408    7        3        2        
P8409    60       25       25       
P8410    57       91       57       
P8411    20       84       31       
P8412    84       51       28       
P8413    86       67       90       
P8414    5        37       37       
P8415    72       64       45       
P8416    90       82       15       
P8417    32       76       43       
P8418    57       59       77       
P8419    59       85       67       
P8420    86       79       18       
P8421    62       63       86       
P8422    84       80       8        
P8423    50       35       26       
P8424    21       79       19       
P8425    89       25       33       
P8426    20       17       22       
P8427    98       76       46       
P8428    69       61       38       
P8429    85       47       65       
P8430    90       85       18       
P8431    83       91       52       
P8432    93       40       28       
P8433    96       40       5        
P8434    24       23       84       
P8435    36       92       94       
P8436    33       86       84       
P8437    59       52       2        
P8438    35       54       11       
P8439    69       63       34       
P8440    81       26       33       
P8441    37       96       94       
P8442    97       70       20       
P8443    8        99       92       
P8444    6        54       62       
P8445    68       42       36       
P8446    6        36       86       
P8447    75       57       34       
P8448    33       39       30       
P8449    36       63       6        
P8450    84       61       39       
P8451    35       70       41       
P8452    12       31       76       
P8453    7        84       11       
P8454    85       21       8        
P8455    79       54       14       
P8456    21       36       64       
P8457    39       55       41       
P8458    90       67       21       
P8459    57       27       31       
P8460    65       80       32       
P8461    55       29       35       
P8462    69       88       83       
P8463    38       31       60       
P8464    33       89       22       
P8465    5        2        32       
P8466    44       64       22       
P8467    96       38       95       
P8468    53       10       49       
P8469    53       88       31       
P8470    45       69       75       
P8471    80       12       23       
P8472    7        13       59       
P8473    6        84       47       
P8474    91       49       71       
P8475    97       54       1        
P8476    59       44       19       
P8477    83       46       28       
P8478    60       76       63       
P8479    53       23       53       
P8480    90       95       17       
P8481    77       95       80       
P8482    99       74       61       
P8483    60       95       99       
P8484    35       39       87       
P8485    25       46       4        
P8486    81       42       23       
P8487    26       44       27       
P8488    91       8        38       
P8489    82       77       95       
P8490    75       66       51       
P8491    47       61       95       
P8492    41       6        95       
P8493    87       58       21       
P8494    56       39       45       
P8495    69       85       92       
P8496    2        43       64       
P8497    38       11       5        
P8498    54       71       2        
P8499    35       64       5        
P8500    80       6        54       
P8501    100      66       68       
P8502    67       51       36       
P8503    22       85       23       
P8504    20       96       100      
P8505    91       78       73       
P8506    23       15       74       
P8507    27       85       27       
P8508    46       78       78       
P8509    67       27       26       
P8510    3        9        63       
P8511    60       48       33       
P8512    61       30       89       
P8513    65       44       94       
P8514    60       37       45       
P8515    56       55       53       
P8516    9        64       89       
P8517    86       32       67       
P8518    10       95       49       
P8519    79       16       56       
P8520    34       49       6        
P8521    58       74       36       
P8522    40       79       74       
P8523    84       25       97       
P8524    66       84       26       
P8525    66       39       35       
P8526    7        30       66       
P8527    89       72       20       
P8528    82       89       98       
P8529    4        3        11       
P8530    44       98       23       
P8531    36       77       4        
P8532    18       63       11       
P8533    38       35       11       
P8534    78       83       89       
P8535    39       44       81       
P8536    20       87       45       
P8537    54       10       24       
P8538    8        33       14       
P8539    75       69       80       
P8540    68       2        81       
P8541    44       17       59       
P8542    4        31       2        
P8543    63       45       87       
P8544    26       12       21       
P8545    3        26       32       
P8546    57       11       89       
P8547    1        50       93       
P8548    40       5        65       
P8549    83       2        39       
P8550    23       1        45       
P8551    33       40       14       
P8552    42       49       87       
P8553    20       35       23       
P8554    33       93       48       
P8555    24       92       5        
P8556    36       58       75       
P8557    71       74       92       
P8558    57       83       52       
P8559    17       6        31       
P8560    11       29       65       
P8561    73       61       11       
P8562    64       6        60       
P8563    55       42       45       
P8564    12       59       24       
P8565    29       97       62       
P8566    80       54       19       
P8567    5        23       34       
P8568    91       62       2        
P8569    57       55       27       
P8570    100      99       37       
P8571    75       69       86       
P8572    72       100      74       
P8573    53       93       97       
P8574    94       63       22       
P8575    36       30       59       
P8576    57       81       10       
P8577    20       40       57       
P8578    44       36       76       
P8579    13       33       29       
P8580    56       95       62       
P8581    15       76       39       
P8582    13       35       35       
P8583    76       94       54       
P8584    51       87       97       
P8585    83       64       5        
P8586    70       78       64       
P8587    76       49       16       
P8588    42       99       48       
P8589    80       37       86       
P8590    82       64       56       
P8591    54       33       70       
P8592    60       34       4        
P8593    24       30       28       
P8594    68       54       75       
P8595    64       49       99       
P8596    6        2        85       
P8597    22       62       16       
P8598    29       18       65       
P8599    13       72       30       
P8600    25       85       37       
P8601    51       82       78       
P8602    45       17       33       
P8603    44       10       4        
P8604    80       71       43       
P8605    12       85       37       
P8606    81       48       53       
P8607    23       23       24       
P8608    7        16       78       
P8609    74       26       42       
P8610    3        3        74       
P8611    17       95       8        
P8612    26       22       26       
P8613    67       38       45       
P8614    91       77       53       
P8615    81       16       53       
P8616    29       50       77       
P8617    51       92       57       
P8618    99       48       94       
P8619    2        80       53       
P8620    97       59       50       
P8621    91       18       60       
P8622    75       5        93       
P8623    91       87       41       
P8624    37       88       92       
P8625    82       57       67       
P8626    42       48       99       
P8627    51       45       26       
P8628    12       79       38       
P8629    69       85       36       
P8630    80       33       33       
P8631    42       65       41       
P8632    63       64       72       
P8633    64       98       47       
P8634    5        63       8        
P8635    91       75       3        
P8636    37       76       78       
P8637    15       43       27       
P8638    50       15       92       
P8639    26       32       79       
P8640    14       60       68       
P8641    83       74       78       
P8642    79       10       87       
P8643    58       8        55       
P8644    6        21       79       
P8645    52       21       28       
P8646    66       64       97       
P8647    88       32       22       
P8648    5        48       46       
P8649    100      12       72       
P8650    24       92       99       
P8651    55       34       80       
P8652    21       87       49       
P8653    33       71       58       
P8654    83       52       76       
P8655    81       38       20       
P8656    78       87       92       
P8657    37       24       83       
P8658    79       42       89       
P8659    84       91       51       
P8660    1        79       75       
P8661    61       70       84       
P8662    61       6        41       
P8663    22       43       66       
P8664    27       19       7        
P8665    17       89       15       
P8666    26       64       88       
P8667    26       85       37       
P8668    54       18       100      
P8669    58       66       20       
P8670    32       2        30       
P8671    10       41       25       
P8672    96       90       69       
P8673    63       14       25       
P8674    49       23       15       
P8675    54       53       96       
P8676    60       40       74       
P8677    99       23       31       
P8678    25       98       27       
P8679    52       99       91       
P8680    54       95       89       
P8681    19       8        62       
P8682    29       25       13       
P8683    4        94       33       
P8684    93       87       18       
P8685    21       63       79       
P8686    38       43       77       
P8687    83       19       59       
P8688    84       95       96       
P8689    99       32       45       
P8690    11       9        47       
P8691    55       74       49       
P8692    78       97       48       
P8693    40       61       7        
P8694    49       30       1        
P8695    37       94       47       
P8696    31       74       53       
P8697    57       49       73       
P8698    41       21       12       
P8699    42       91       61       
P8700    1        50       9        
P8701    59       98       54       
P8702    24       91       52       
P8703    25       89       75       
P8704    44       71       92       
P8705    88       7        1        
P8706    19       83       11       
P8707    47       94       49       
P8708    51       64       11       
P8709    55       6        56       
P8710    60       70       25       
P8711    86       57       94       
P8712    63       33       85       
P8713    67       51       62       
P8714    38       5        94       
P8715    91       17       33       
P8716    30       82       11       
P8717    9        83       81       
P8718    85       17       51       
P8719    74       55       49       
P8720    85       81       29       
P8721    27       96       1        
P8722    94       17       11       
P8723    8        87       64       
P8724    42       30       1        
P8725    52       2        37       
P8726    99       11       18       
P8727    20       86       70       
P8728    58       2        54       
P8729    12       74       38       
P8730    62       46       13       
P8731    56       9        32       
P8732    55       3        77       
P8733    5        68       15       
P8734    77       9        26       
P8735    19       14       40       
P8736    74       59       66       
P8737    84       68       7        
P8738    58       53       70       
P8739    84       98       41       
P8740    100      33       43       
P8741    27       1        30       
P8742    4        25       49       
P8743    53       2        73       
P8744    94       21       55       
P8745    40       6        56       
P8746    26       98       25       
P8747    82       74       87       
P8748    59       48       61       
P8749    47       57       3        
P8750    39       34       47       
P8751    93       48       91       
P8752    47       59       90       
P8753    34       34       62       
P8754    32       9        7        
P8755    3        93       96       
P8756    34       93       89       
P8757    94       62       53       
P8758    11       44       32       
P8759    66       59       56       
P8760    44       53       51       
P8761    86       42       53       
P8762    41       87       37       
P8763    34       24       11       
P8764    59       98       52       
P8765    39       2        33       
P8766    75       85       23       
P8767    71       15       99       
P8768    66       62       98       
P8769    66       78       58       
P8770    89       79       75       
P8771    4        1        9        
P8772    70       98       68       
P8773    86       76       41       
P8774    16       45       95       
P8775    62       38       28       
P8776    47       23       98       
P8777    15       89       89       
P8778    43       41       46       
P8779    91       25       47       
P8780    78       46       23       
P8781    24       10       1        
P8782    9        27       25       
P8783    85       82       13       
P8784    60       50       60       
P8785    90       59       56       
P8786    97       59       29       
P8787    92       12       14       
P8788    50       79       53       
P8789    61       92       9        
P8790    90       26       51       
P8791    28       29       72       
P8792    69       40       95       
P8793    8        22       91       
P8794    90       23       94       
P8795    94       59       35       
P8796    18       79       74       
P8797    30       54       45       
P8798    43       82       28       
P8799    86       43       23       
P8800    13       24       96       
P8801    67       97       72       
P8802    38       67       60       
P8803    61       75       56       
P8804    18       84       62       
P8805    21       64       13       
P8806    1        89       13       
P8807    20       68       53       
P8808    96       99       14       
P8809    75       87       57       
P8810    15       38       17       
P8811    4        39       58       
P8812    61       100      75       
P8813    68       11       71       
P8814    2        31       100      
P8815    86       87       38       
P8816    22       2        42       
P8817    2        31       69       
P8818    89       13       84       
P8819    95       69       69       
P8820    74       100      26       
P8821    63       71       16       
P8822    31       18       78       
P8823    50       28       72       
P8824    90       47       3        
P8825    81       21       51       
P8826    17       51       2        
P8827    14       94       3        
P8828    12       72       7        
P8829    21       6        8        
P8830    24       72       17       
P8831    71       19       85       
P8832    13       49       53       
P8833    61       48       33       
P8834    92       6        76       
P8835    93       17       58       
P8836    20       34       87       
P8837    4        51       25       
P8838    62       77       17       
P8839    80       86       86       
P8840    2        64       100      
P8841    92       49       47       
P8842    55       97       90       
P8843    79       83       42       
P8844    92       97       60       
P8845    35       71       61       
P8846    22       90       9        
P8847    67       50       72       
P8848    53       95       72       
P8849    2        5        54       
P8850    79       20       96       
P8851    93       39       65       
P8852    5        51       62       
P8853    2        41       78       
P8854    59       57       21       
P8855    83       15       82       
P8856    5        51       9        
P8857    81       81       99       
P8858    54       35       11       
P8859    96       86       84       
P8860    40       36       50       
P8861    26       92       68       
P8862    71       3        97       
P8863    67       63       9        
P8864    64       74       44       
P8865    46       16       22       
P8866    38       76       40       
P8867    26       15       79       
P8868    67       16       98       
P8869    90       31       91       
P8870    71       45       55       
P8871    93       47       25       
P8872    82       28       83       
P8873    22       6        79       
P8874    64       65       25       
P8875    46       74       41       
P8876    60       42       61       
P8877    4        14       23       
P8878    26       76       100      
P8879    1        3        69       
P8880    39       26       19       
P8881    63       82       77       
P8882    61       32       94       
P8883    52       51       14       
P8884    44       76       86       
P8885    27       10       19       
P8886    41       94       2        
P8887    11       84       95       
P8888    88       66       12       
P8889    1        7        43       
P8890    76       43       24       
P8891    59       79       61       
P8892    7        61       93       
P8893    95       23       87       
P8894    87       92       45       
P8895    81       8        50       
P8896    1        1        86       
P8897    46       65       86       
P8898    94       61       78       
P8899    23       24       16       
P8900    89       16       58       
P8901    97       22       26       
P8902    69       2        85       
P8903    60       46       3        
P8904    95       22       40       
P8905    66       83       71       
P8906    40       95       11       
P8907    15       3        35       
P8908    69       46       92       
P8909    8        36       17       
P8910    58       6        32       
P8911    47       65       26       
P8912    89       89       31       
P8913    88       17       82       
P8914    73       64       52       
P8915    33       100      25       
P8916    50       96       18       
P8917    90       32       23       
P8918    6        50       91       
P8919    39       69       63       
P8920    26       98       10       
P8921    11       15       40       
P8922    53       11       41       
P8923    50       35       46       
P8924    61       75       62       
P8925    73       43       20       
P8926    69       66       65       
P8927    86       76       98       
P8928    100      91       26       
P8929    67       46       62       
P8930    50       76       44       
P8931    36       24       64       
P8932    31       63       89       
P8933    55       94       14       
P8934    87       35       89       
P8935    96       20       11       
P8936    65       94       38       
P8937    35       52       96       
P8938    32       11       23       
P8939    60       7        22       
P8940    11       98       79       
P8941    75       85       51       
P8942    40       99       66       
P8943    69       42       63       
P8944    44       77       2        
P8945    45       23       28       
P8946    37       17       68       
P8947    84       74       85       
P8948    4        39       22       
P8949    38       12       94       
P8950    25       36       5        
P8951    91       20       13       
P8952    3        21       91       
P8953    94       8        93       
P8954    19       30       3        
P8955    47       52       95       
P8956    34       7        62       
P8957    96       65       46       
P8958    64       37       44       
P8959    21       84       75       
P8960    57       84       64       
P8961    11       76       74       
P8962    8        42       60       
P8963    32       87       67       
P8964    76       84       89       
P8965    49       98       35       
P8966    2        37       7        
P8967    26       10       100      
P8968    52       44       17       
P8969    33       89       9        
P8970    27       1        57       
P8971    100      72       32       
P8972    53       45       67       
P8973    5        34       62       
P8974    2        56       6        
P8975    52       88       63       
P8976    51       2        66       
P8977    66       80       68       
P8978    11       47       81       
P8979    94       26       31       
P8980    10       84       22       
P8981    40       43       16       
P8982    66       52       63       
P8983    86       63       95       
P8984    55       21       63       
P8985    55       11       7        
P8986    12       73       64       
P8987    61       38       76       
P8988    33       85       6        
P8989    16       87       11       
P8990    92       69       83       
P8991    99       75       14       
P8992    84       49       17       
P8993    57       59       33       
P8994    34       79       48       
P8995    33       67       94       
P8996    70       21       8        
P8997    27       30       77       
P8998    61       14       60       
P8999    97       46       69       
P9000    44       32       50       
P9001    21       57       23       
P9002    11       28       77       
P9003    94       77       88       
P9004    48       32       57       
P9005    94       65       88       
P9006    12       11       23       
P9007    12       32       68       
P9008    6        89       63       
P9009    92       4        93       
P9010    8        6        35       
P9011    45       60       41       
P9012    39       7        94       
P9013    65       36       77       
P9014    58       46       18       
P9015    17       87       99       
P9016    66       60       23       
P9017    16       79       74       
P9018    14       44       62       
P9019    79       76       6        
P9020    46       52       36       
P9021    8        79       70       
P9022    54       19       18       
P9023    84       15       62       
P9024    58       32       80       
P9025    13       82       55       
P9026    97       19       35       
P9027    70       61       15       
P9028    73       6        96       
P9029    88       31       48       
P9030    32       40       84       
P9031    46       93       35       
P9032    29       26       40       
P9033    98       33       1        
P9034    7        98       43       
P9035    8        31       11       
P9036    51       59       63       
P9037    17       60       98       
P9038    89       10       50       
P9039    56       11       20       
P9040    49       48       36       
P9041    94       54       4        
P9042    92       38       50       
P9043    90       22       93       
P9044    56       2        86       
P9045    46       79       17       
P9046    52       46       50       
P9047    91       16       34       
P9048    77       48       83       
P9049    16       97       13       
P9050    54       39       51       
P9051    71       62       84       
P9052    35       77       85       
P9053    22       80       86       
P9054    17       34       4        
P9055    55       59       65       
P9056    93       31       62       
P9057    40       94       5        
P9058    97       37       97       
P9059    11       91       44       
P9060    39       40       82       
P9061    61       19       52       
P9062    40       30       59       
P9063    53       67       50       
P9064    80       62       43       
P9065    44       52       52       
P9066    67       89       15       
P9067    25       40       60       
P9068    55       60       70       
P9069    51       94       88       
P9070    77       72       99       
P9071    33       7        16       
P9072    80       13       1        
P9073    69       55       16       
P9074    67       38       6        
P9075    14       54       34       
P9076    61       70       97       
P9077    86       8        60       
P9078    76       65       62       
P9079    45       34       92       
P9080    6        39       30       
P9081    63       13       16       
P9082    20       21       9        
P9083    80       17       75       
P9084    30       71       89       
P9085    56       22       33       
P9086    1        26       26       
P9087    8        10       17       
P9088    95       12       18       
P9089    37       15       39       
P9090    94       23       27       
P9091    12       52       69       
P9092    58       50       58       
P9093    42       72       90       
P9094    60       85       100      
P9095    61       16       29       
P9096    92       8        76       
P9097    43       51       31       
P9098    66       22       34       
P9099    85       72       35       
P9100    88       30       93       
P9101    36       43       46       
P9102    53       54       89       
P9103    30       9        3        
P9104    79       22       43       
P9105    35       62       30       
P9106    17       60       51       
P9107    47       48       53       
P9108    97       73       97       
P9109    52       11       42       
P9110    27       10       15       
P9111    26       41       80       
P9112    59       51       84       
P9113    33       35       13       
P9114    36       39       43       
P9115    70       72       69       
P9116    99       99       76       
P9117    78       65       6        
P9118    63       28       44       
P9119    84       74       71       
P9120    95       57       68       
P9121    52       96       8        
P9122    100      91       79       
P9123    57       29       32       
P9124    19       61       24       
P9125    23       73       28       
P9126    13       92       92       
P9127    90       24       86       
P9128    17       32       63       
P9129    96       90       8        
P9130    86       64       10       
P9131    64       2        60       
P9132    34       87       38       
P9133    96       27       41       
P9134    76       22       9        
P9135    76       69       47       
P9136    39       37       89       
P9137    82       96       46       
P9138    70       53       26       
P9139    67       99       81       
P9140    13       43       4        
P9141    63       8        11       
P9142    41       30       57       
P9143    63       73       71       
P9144    7        38       53       
P9145    71       62       9        
P9146    46       50       10       
P9147    72       92       32       
P9148    100      96       13       
P9149    26       53       77       
P9150    55       7        61       
P9151    31       9        23       
P9152    85       8        57       
P9153    10       14       57       
P9154    22       2        63       
P9155    58       41       19       
P9156    5        45       32       
P9157    52       34       11       
P9158    6        39       82       
P9159    58       63       43       
P9160    39       70       47       
P9161    6        53       79       
P9162    57       73       13       
P9163    41       98       56       
P9164    52       75       28       
P9165    54       39       55       
P9166    3        14       95       
P9167    14       87       30       
P9168    18       28       59       
P9169    33       49       78       
P9170    25       40       62       
P9171    4        51       94       
P9172    81       35       47       
P9173    16       92       32       
P9174    73       64       19       
P9175    39       13       77       
P9176    70       86       34       
P9177    92       11       46       
P9178    54       43       60       
P9179    80       4        68       
P9180    26       43       78       
P9181    82       47       77       
P9182    23       43       42       
P9183    96       92       1        
P9184    10       79       44       
P9185    14       52       89       
P9186    6        67       38       
P9187    35       48       89       
P9188    49       77       70       
P9189    56       43       11       
P9190    80       18       76       
P9191    90       88       25       
P9192    42       19       4        
P9193    21       91       9        
P9194    92       91       14       
P9195    6        53       26       
P9196    35       51       67       
P9197    43       93       25       
P9198    8        66       30       
P9199    5        82       69       
P9200    98       49       90       
P9201    61       80       89       
P9202    4        64       35       
P9203    52       97       32       
P9204    20       62       39       
P9205    59       58       51       
P9206    31       80       98       
P9207    47       83       50       
P9208    5        90       3        
P9209    77       57       28       
P9210    87       77       71       
P9211    29       28       31       
P9212    88       79       37       
P9213    47       97       52       
P9214    81       16       6        
P9215    20       48       36       
P9216    48       28       2        
P9217    52       88       96       
P9218    39       72       24       
P9219    36       79       11       
P9220    11       33       17       
P9221    9        24       48       
P9222    6        54       75       
P9223    56       77       87       
P9224    66       97       31       
P9225    61       89       97       
P9226    63       19       57       
P9227    82       90       14       
P9228    10       79       78       
P9229    63       19       60       
P9230    6        16       11       
P9231    45       56       76       
P9232    54       2        34       
P9233    56       34       93       
P9234    53       36       53       
P9235    97       32       28       
P9236    51       20       30       
P9237    47       57       29       
P9238    43       50       26       
P9239    23       97       2        
P9240    34       21       99       
P9241    80       93       78       
P9242    3        10       65       
P9243    55       5        55       
P9244    16       81       52       
P9245    1        81       57       
P9246    17       7        58       
P9247    34       59       29       
P9248    9        37       66       
P9249    84       44       12       
P9250    52       59       9        
P9251    57       30       48       
P9252    34       42       99       
P9253    64       13       35       
P9254    32       18       38       
P9255    32       4        87       
P9256    72       57       55       
P9257    23       30       96       
P9258    34       93       19       
P9259    17       78       68       
P9260    18       78       19       
P9261    30       24       98       
P9262    47       82       1        
P9263    93       79       90       
P9264    38       25       34       
P9265    56       83       38       
P9266    34       13       44       
P9267    73       44       8        
P9268    22       75       37       
P9269    38       11       38       
P9270    26       90       66       
P9271    42       69       88       
P9272    15       89       14       
P9273    31       59       49       
P9274    21       87       76       
P9275    62       78       87       
P9276    27       32       45       
P9277    28       6        76       
P9278    90       67       90       
P9279    59       6        48       
P9280    55       8        24       
P9281    3        56       98       
P9282    34       5        13       
P9283    58       83       88       
P9284    19       56       58       
P9285    84       79       94       
P9286    30       82       19       
P9287    25       54       71       
P9288    74       3        44       
P9289    22       31       90       
P9290    93       32       70       
P9291    27       51       49       
P9292    99       61       88       
P9293    88       36       29       
P9294    31       27       29       
P9295    97       69       33       
P9296    71       45       34       
P9297    84       50       37       
P9298    53       55       36       
P9299    58       58       39       
P9300    28       14       88       
P9301    42       68       95       
P9302    56       17       79       
P9303    32       81       81       
P9304    22       49       12       
P9305    25       2        20       
P9306    52       80       87       
P9307    82       80       15       
P9308    5        49       86       
P9309    91       76       17       
P9310    96       88       94       
P9311    42       69       93       
P9312    100      71       93       
P9313    99       65       1        
P9314    38       50       69       
P9315    51       44       83       
P9316    62       58       92       
P9317    20       81       94       
P9318    46       82       31       
P9319    56       96       24       
P9320    46       60       43       
P9321    95       64       74       
P9322    20       58       76       
P9323    56       16       32       
P9324    100      51       38       
P9325    100      95       27       
P9326    58       79       87       
P9327    58       60       3        
P9328    51       17       98       
P9329    41       8        34       
P9330    43       18       26       
P9331    90       45       54       
P9332    26       51       90       
P9333    100      70       42       
P9334    80       18       5        
P9335    46       86       53       
P9336    73       93       63       
P9337    39       51       8        
P9338    57       85       10       
P9339    39       6        72       
P9340    57       67       33       
P9341    4        91       100      
P9342    84       3        73       
P9343    60       3        55       
P9344    83       89       72       
P9345    7        51       3        
P9346    2        9        87       
P9347    60       53       86       
P9348    74       77       35       
P9349    99       15       24       
P9350    49       35       93       
P9351    32       68       26       
P9352    43       62       31       
P9353    4        68       61       
P9354    67       69       27       
P9355    52       95       41       
P9356    51       48       49       
P9357    47       45       6        
P9358    9        43       75       
P9359    96       2        85       
P9360    28       79       23       
P9361    42       17       44       
P9362    21       45       92       
P9363    20       90       83       
P9364    96       78       81       
P9365    55       50       5        
P9366    18       14       43       
P9367    100      88       72       
P9368    79       45       92       
P9369    24       6        49       
P9370    89       14       14       
P9371    5        9        29       
P9372    48       7        15       
P9373    49       100      9        
P9374    77       74       72       
P9375    64       94       24       
P9376    8        2        58       
P9377    4        6        8        
P9378    19       7        49       
P9379    94       53       27       
P9380    24       20       16       
P9381    18       89       22       
P9382    89       28       3        
P9383    86       35       9        
P9384    81       18       21       
P9385    19       40       62       
P9386    22       38       21       
P9387    35       96       97       
P9388    85       42       93       
P9389    73       35       96       
P9390    100      30       40       
P9391    94       37       54       
P9392    29       22       13       
P9393    35       12       20       
P9394    1        13       8        
P9395    35       56       97       
P9396    33       52       84       
P9397    17       57       90       
P9398    86       3        14       
P9399    69       63       54       
P9400    24       41       9        
P9401    56       14       42       
P9402    70       46       65       
P9403    16       75       50       
P9404    26       17       52       
P9405    18       25       40       
P9406    60       72       10       
P9407    11       33       34       
P9408    28       45       22       
P9409    12       13       29       
P9410    65       80       42       
P9411    35       96       13       
P9412    83       92       27       
P9413    29       47       98       
P9414    33       33       78       
P9415    89       69       44       
P9416    68       17       48       
P9417    43       60       17       
P9418    88       76       97       
P9419    2        3        91       
P9420    9        74       18       
P9421    18       35       19       
P9422    97       64       63       
P9423    72       74       44       
P9424    42       10       90       
P9425    4        54       53       
P9426    40       50       93       
P9427    81       24       64       
P9428    90       61       62       
P9429    64       46       74       
P9430    89       59       38       
P9431    69       35       90       
P9432    89       49       97       
P9433    47       52       87       
P9434    13       90       89       
P9435    60       67       12       
P9436    54       100      16       
P9437    73       64       61       
P9438    16       50       28       
P9439    20       51       90       
P9440    21       72       57       
P9441    70       37       89       
P9442    68       96       50       
P9443    4        7        89       
P9444    65       12       28       
P9445    100      69       58       
P9446    38       19       89       
P9447    10       70       16       
P9448    45       53       72       
P9449    21       95       52       
P9450    43       57       20       
P9451    19       17       15       
P9452    49       7        76       
P9453    69       35       17       
P9454    67       10       87       
P9455    23       1        97       
P9456    43       38       73       
P9457    38       79       88       
P9458    81       8        47       
P9459    33       17       73       
P9460    67       16       17       
P9461    41       5        62       
P9462    63       77       10       
P9463    81       8        89       
P9464    32       44       81       
P9465    90       44       17       
P9466    14       26       33       
P9467    14       54       17       
P9468    81       100      87       
P9469    36       92       72       
P9470    25       30       34       
P9471    72       62       51       
P9472    37       94       70       
P9473    22       33       1        
P9474    56       63       65       
P9475    33       17       57       
P9476    24       29       99       
P9477    42       64       68       
P9478    91       25       18       
P9479    29       98       25       
P9480    66       40       86       
P9481    96       6        4        
P9482    53       11       56       
